KT,KS,KM,Vmax,rho,rM,dS,dM,etaTS,etaST,etaMT,rT,beta,aTS,aTM,etaTM,etaSM,etaMS
63.28538449851863,47.77490214589704,3.610414712366351,61.902908876832186,5.267714882760561,0.538639807714405,0.24473821386461397,0.28019547397299893,-3.0240182077525644,3.862229755814048,1.7489058074986632,0.5085396523589985,62.862953141265265,23.61505399793395,-0.8990281747745232,-0.07527379009218611,0.09727534452351766,0.9784483989758862
55.63154770465193,62.876394556311894,5.43791717415543,45.135337279387066,4.056565862814935,0.5748663083974799,0.2184951701303518,0.2535507119160176,-3.0527912053731683,3.9964295009874578,2.3434761939924824,0.620945445928144,63.65621671618871,15.323195658456882,-1.5081760155423007,-0.07578985380486487,0.0850317479403741,1.2362590609780968
45.761824226989326,56.0679225145184,5.355874226662184,57.46075461913955,3.9624417479173872,0.44479318540659446,0.15351859003535623,0.2341311637044305,-3.5040902077541194,4.623133044119608,2.4137167118627074,0.6478647139891714,57.485948258997674,16.747146386908877,-1.4513199559356524,-0.07733467866542881,0.06337928431589962,1.2814352938266
48.673144911724776,63.13174603521226,3.6744887105404027,55.0311619567473,5.275293773826476,0.47443197725249286,0.2435204961554965,0.22426549027872436,-4.164338902593892,4.400850612854511,2.775978330748938,0.5300116283000562,63.35180712860138,19.720666118479603,-0.8449272044100357,-0.06630744078363043,0.09537490702791401,1.2887640063580423
42.91902912698382,59.53201320339472,6.011206218193773,41.759718313851465,3.91928228990905,0.5379029234370676,0.2562396420746077,0.22690599065773792,-3.6498878296972266,6.466417290982265,2.291657112341639,0.6852473068785649,68.00864188400722,21.90742721973998,-1.4445221881147632,-0.08376004223848711,0.08581572431171822,1.0710587974951813
41.396284980920925,54.87378118761356,4.662460657308734,39.7850411767531,5.927341166651025,0.499468613275106,0.25887380770800617,0.17318396748066486,-3.0906268247281465,4.815367767506229,2.9349737056014584,0.42341374098044643,58.02764409414599,21.970689931856203,-0.8283882486825667,-0.10084223615755762,0.0998818123932827,1.0567806148278147
62.59428428590127,44.684298892898646,5.360971708635698,61.923495857843704,4.802865231455048,0.5237851789544394,0.19204364264792823,0.1721506486944976,-2.4012615062193765,3.6507769054086334,3.167692445668801,0.7103521914870121,62.21439463045141,21.874850370015537,-0.9011916525077851,-0.11577276148298421,0.0866897238219518,1.6657137457197773
59.88494314002649,46.484131818358634,5.280938863099579,42.02418043097477,4.6581023392322765,0.47410694569409756,0.25135000428561327,0.2115302259970701,-3.463152517873685,6.340289273050609,2.3691146786276462,0.6504952516040354,39.722207035060194,13.586391686224081,-0.9715827209133802,-0.06392815325629246,0.0871627243699288,1.2302887896372727
39.932457906382545,55.08985504479405,5.991508646395401,57.800503835417175,4.087780822488382,0.6204927378553873,0.2690772397288159,0.21047246193620203,-3.819997227676573,5.118284865908208,1.828447245016026,0.5201224484215244,42.6435847111548,17.431447284483774,-1.142068695493649,-0.08795210619134056,0.07305139127038231,1.5786841790829484
53.55872477540531,57.186901421470395,4.639998461508845,58.32172780273622,4.320823783273987,0.3740044889049705,0.20522981702801438,0.2740614122020997,-2.789532412848769,6.30061714963401,2.723754893019146,0.5110052903830786,38.35503378812058,19.57590829302192,-0.9354789638150793,-0.09902709732484702,0.07717098227268043,1.5850099344707451
60.860006996290096,56.74310452546647,4.0744558334045955,55.747433191846206,4.757382420047817,0.49490135974510463,0.22859579165455382,0.3122844034597372,-3.405020821869857,5.423041989376179,1.9382289824790981,0.4563915447567796,51.88547732408681,20.680964087438596,-1.4745215206787445,-0.10140360342102558,0.10250540971575989,1.328520312807424
47.7483495691998,47.6013261555521,5.364963103972548,60.89153143382699,5.983868743237877,0.6277608145840308,0.1503309605862178,0.17991057957491116,-4.054988680100905,4.5793708776922974,2.8840943342251215,0.42564779256137714,55.22762894471576,14.767899723129375,-1.4835991324671414,-0.09978726770770477,0.0809246324418993,1.3635783103775507
63.17765434260373,49.450146490014305,3.4783237367510305,56.952812502231694,3.649508861104203,0.4020202526715811,0.1767840090866492,0.3087329626342403,-2.9117889310531027,5.9213272868595235,2.654793448383115,0.524136599847096,60.77083534712628,19.34726542410747,-0.9239240084342589,-0.11170676514595577,0.05863451809377481,1.0781519099202446
50.411544561565336,43.86046522460016,6.320701018663503,58.3825505938475,5.884798419920209,0.5098143327593417,0.21198853435891052,0.29587837047309457,-3.949741446685078,4.197389783549646,2.146777593381766,0.7074666196754247,53.00315115988979,20.183011469361205,-1.0961643410885193,-0.08872032332904149,0.06600403042729362,1.4597719785357388
43.80273594612563,43.557455855786806,6.243548822507555,42.133662216589265,3.697697311681591,0.6029487293728928,0.22215667562363664,0.18884281605128667,-3.5310155118878046,5.779971539462375,3.0756746839266977,0.47641492911054073,38.92010968153389,13.128201091521701,-1.0705458784739044,-0.08072479318606467,0.10183712140992625,1.4517129406126763
42.086187101892946,61.727414956938965,4.08542152510066,36.53629130163524,5.939235676082468,0.6202161057777842,0.22892605245052522,0.24726880712031923,-3.7614633636507744,5.176729634572223,1.7776842860836357,0.5833879186246907,48.459099402117985,20.804744920342575,-0.8381169983558586,-0.1081548605783259,0.07799747559691933,1.0497175254535072
38.17002482830494,40.02855205179912,5.640109949487014,36.792902685887505,6.344137040943726,0.3760780829587885,0.15380515304835507,0.20894578348309617,-3.792695365119132,3.6481304704911217,3.218723618577558,0.6789467912526264,49.893818042082025,14.627494166555996,-0.8702577733706154,-0.11242621838174054,0.0867653978418229,1.728414433959021
64.96402003878288,61.25453937299932,3.793106937596473,54.4266659819819,4.147935227834995,0.4680083654526904,0.24550764365940547,0.262646754671073,-3.033801407858766,5.427646649156424,3.13446790544191,0.4713358228040113,60.45665728692785,22.15524745733117,-0.8777396718884896,-0.10021504000862527,0.06705374561321352,1.60517503038169
60.80439654108921,62.45083945788231,6.10837266306137,44.29736156047503,6.108909660774506,0.5553414477432598,0.2585271996632044,0.21079646696133628,-3.691664124515512,5.297381989865579,1.8483998530786399,0.4702065160462958,67.38402297000613,13.291411749861417,-1.4609933277604283,-0.06416752181504737,0.06206083817351594,1.581790963404191
63.29689425098748,57.52465164164765,3.6000953749020095,58.794468375298585,4.372832582697503,0.5749744839149471,0.1922620743706995,0.3140016863938496,-2.8378445545713067,6.472944137788133,2.540323334658926,0.6707518496689201,38.731217868716215,19.925126885591105,-0.9143344232097519,-0.08823434794587907,0.07417602003089523,1.237922062188855
59.1251379472879,39.900545505353755,5.273559723416808,42.4308815929392,4.820976676452047,0.5157406964792425,0.23634183504759937,0.19748531454488222,-4.207970528814693,3.734252985157039,1.8969364132822721,0.6261362982037973,53.23829282453944,19.857466010091965,-1.3739210067875678,-0.11386353383989985,0.09604563167700228,1.0302274970013254
43.41412274073608,47.6202327921214,6.307176434221502,64.85557939791924,3.7117136865282054,0.6489144772566856,0.1499777111913392,0.2260686318014673,-2.479946644220517,5.136871007867818,2.5523641545037243,0.5529506462863264,53.3123326850734,13.434161426592862,-1.4474012183827283,-0.08523040394592635,0.0734745004808488,1.0867096587711291
54.21909633155253,57.032015881966466,5.036571416886221,42.20921510917809,5.362907734383909,0.49293062955541594,0.2319963963864825,0.21448890515624186,-2.6165531767690573,5.132692295557875,1.8842681242325243,0.48295993090506145,52.8642685481131,20.16862469982305,-1.4212574170192707,-0.10994961961320185,0.09565589583252623,1.541067003269186
43.972529496847,48.71173147047381,5.964453021812842,55.205904803246995,5.384249108708884,0.4746232190578265,0.17584111409403022,0.303279409424262,-4.185345700400517,5.2033426409846175,1.872444454727702,0.7431368025298484,51.70410962516127,24.185386474201096,-1.2193985488749555,-0.06535163810854631,0.05814958187518776,1.412091113796167
64.65903777302526,60.53595127712363,5.777642030924248,45.01339706586751,4.62867118556737,0.5632484714100947,0.2049330338734885,0.2471444264555483,-2.436575575827198,4.241081318815109,1.818044915993627,0.46280080250711275,47.329777180630956,13.97355236573154,-1.2824286323729794,-0.09631360116388048,0.09928225948358348,1.4541250884892858
56.64885361573097,61.39354444486728,6.1967171047482,36.13167762613831,4.222269490904655,0.5903493833673366,0.1531234077698927,0.22371012499479884,-2.3171312289767996,4.290224736250178,3.013671287201321,0.64074421422919,43.79633624341321,16.35567764003097,-1.3966879717271043,-0.07424087895888654,0.09902259783584261,1.564662114799113
64.90498145312394,40.741363274406595,3.8541579615841974,63.698815077992776,4.467498204972157,0.5784213580119789,0.2061049234869925,0.21457439442700363,-3.9200440389620037,3.5143961174456937,2.8821883386866314,0.451697967103926,62.26848295877074,23.303263644829823,-0.918703510362987,-0.1074405966583136,0.09068193795343302,1.741965799145322
51.68935341056529,36.66862841396272,4.873115447436488,37.91213539806992,3.983412580324982,0.43113188525650675,0.25644343568137756,0.24048479700006226,-3.6221306656041743,5.340896706276126,3.0883061156801928,0.5812526501337126,58.41729459698668,20.57098545225377,-0.8568127669929825,-0.08216228147135585,0.10339653061047634,1.1319295083955558
59.99175264729385,57.65389647021539,4.28311871164369,41.269987786650404,4.292272897715018,0.5340255644144757,0.19715662111937482,0.22080378078764,-3.892901025937634,5.305826748736063,2.0923582775545024,0.5491399199725757,55.55541890595643,13.161167154698989,-1.0178943176847093,-0.07130960506329259,0.06819548544504486,1.3907494553772513
58.87144852417377,60.78532020679796,6.176089124023349,58.084596190934946,5.3187423770619615,0.37329153193106157,0.19535298414228014,0.2182186668667213,-2.895912820604998,5.431614202024582,1.887081880270872,0.4858424811026891,50.51877236787438,22.390966559728902,-1.0021290991591558,-0.10764540176356523,0.0963612593961997,1.3037402284771105
44.48089001332098,46.221750233299005,6.138394698337766,37.58995905999558,4.703904967519927,0.6493932838350192,0.19342553503603183,0.17631213932402473,-2.576908092942067,5.623229771470957,2.6157935118212596,0.5854007406483909,50.319060188383894,19.94617090053611,-1.226264551288765,-0.0967599827181441,0.06662363164182715,1.2195069918966104
52.839941198860394,36.856054013759234,4.485722419867391,61.35564543894698,6.282703480411802,0.4823207581839247,0.225670470588127,0.2004705441277157,-4.007738903586622,5.472207015783185,1.9096650288278132,0.6596345557634917,38.472831231929305,18.20996824331745,-1.0669200514316144,-0.11735742684127225,0.06539095017896944,1.1338516168840596
55.36318709852214,43.22981899496475,4.0615647076551875,60.228919775006965,3.740497414975732,0.520386974870076,0.14882189594740447,0.29405695873895926,-3.942276803734716,6.474868217503185,2.7096152209790985,0.49855348342785,49.315030307831904,16.12626063722,-1.279907206624831,-0.10716163787685677,0.08008994488881391,1.5782186581861792
62.91243260519062,62.55076534428915,4.692416408763556,60.68505005293528,6.13466788155051,0.6117810143709137,0.15902675307430977,0.2396809242046794,-2.9015538246305432,6.228311160553206,2.8231509132770296,0.7380865910956551,37.713891599070095,22.920736781098658,-1.13367953164142,-0.06583797100317448,0.10232125007972648,1.4592934411851948
