KT,KS,KM,Vmax,rho,rS,rM,dS,dM,etaTS,etaST,etaMT,rT,beta,aTS,aTM,etaTM,etaSM,etaMS
63.28538449851863,4.643655396279154,10.282638084147353,61.902908876832186,1.2903478313917305,0.9372279344669314,1.1652453177749966,0.5790053325805677,0.05972094564483315,1.2749992869893334,-3.4993021832903226,-5.716123639235218,0.8870561557483275,10.429880129828645,43.11166726366979,4.4676754009011255,-0.9316325526342022,-0.08922697305403356,-0.34971057427613067
55.63154770465193,6.111499883104842,15.487454679897652,45.135337279387066,0.9936720343599694,1.0002616871192516,1.0402971809367108,0.523945701896386,0.059233536908042145,1.3193013068659796,-2.852277594199563,-4.7774401590063755,0.8982498604997649,6.767678529873291,25.092478335035683,4.446128617482927,-1.1075227833550407,-0.07604261636837541,-0.26405556947609116
45.761824226989326,5.449725677042855,15.253792343673451,57.46075461913955,0.9706159559193556,0.7739357404579752,0.7309312894188071,0.4838164956269875,0.051588623452517315,1.5261886805247649,-2.7758403157126414,-4.552641494930449,0.8111814944102606,7.396583947994962,26.77433618829276,4.381628816640814,-1.4185798160431882,-0.0737323179386545,-0.22093869925718757
48.673144911724776,6.136319698942923,10.46512397186862,55.0311619567473,1.2922043110738906,0.8255069449326269,1.159447531493424,0.4634297369046367,0.04040414463793189,1.4528088043155314,-2.381619243779633,-5.536814473188153,0.8939543512205341,8.70987564602268,44.71202688243068,4.842040003288185,-0.9589340393584924,-0.07335752987011311,-0.24630408657716052
42.91902912698382,5.786430572250733,17.120209980074627,41.759718313851465,0.9600438740423813,0.9359457631173598,1.2200058112745293,0.46888615552001084,0.04911884134376912,2.1346936760990656,-2.908668260088447,-4.240465215761988,0.9596667259924072,9.675685682311958,26.97542080923339,4.113355900156844,-1.096260260623342,-0.08449090621569286,-0.23789288662247
41.396284980920925,5.333656767060214,13.27891650686824,39.7850411767531,1.451925928135835,0.8690704438226228,1.2325475762980305,0.3578731635701851,0.0585926091994078,1.5896492074091564,-2.2085969752338834,-6.426997022299033,0.8188253386953315,9.703626440106447,45.201265369363426,3.4001371179809823,-0.8941883072389724,-0.08522108801518696,-0.33462702841786823
62.59428428590127,4.343252970969814,15.268310222213712,61.923495857843704,1.1764810499058396,0.911381027441899,0.9143564132070691,0.35573787894562264,0.07027031770626424,1.205194472013498,-1.9553473170164088,-4.030818188622728,0.8779043773059821,9.661297714464705,43.04766947625352,2.7767551835352906,-1.0837044748735463,-0.05408043800077694,-0.36170646689880587
59.88494314002649,4.5181942790899186,15.04037275489905,42.02418043097477,1.141020800404303,0.8249413932378793,1.196725313107646,0.4371131593156239,0.05228209960591872,2.0930562948194673,-2.82437723057096,-4.5306742802096664,0.5605181829618778,6.000597614412197,40.96543282432657,4.9413804370014285,-1.0769093983656104,-0.07634793417895887,-0.3304946812178488
39.932457906382545,5.354658851582059,17.064110330013538,57.800503835417175,1.0013182635918187,1.079651222808023,1.2811280623600116,0.43492736015487904,0.046237222685933534,1.6896481999336177,-3.412743439204781,-5.619397492178887,0.6017416050467745,7.698813887213595,35.92229094636774,3.938328104463716,-1.2796313369563517,-0.058531102840729786,-0.3331776660519689
53.55872477540531,5.5584889022133,13.214943072128348,58.32172780273622,1.058403069008096,0.6507641091458671,0.9771383045722639,0.5663297014386045,0.06369308739372244,2.0799597334371795,-2.438449938858956,-5.695533475615187,0.5412260659983793,8.64594156535065,42.03341727185875,3.4759231156039627,-1.2204497225549675,-0.058207605687077474,-0.30804419464937494
60.860006996290096,5.515352448585681,11.604249944262692,55.747433191846206,1.1653398533203927,0.8611234678828504,1.0883881666141848,0.6453149735828835,0.05326683873148188,1.7902546215328643,-3.29327653472172,-6.151604459014204,0.732153514182568,9.134003099046351,26.088011210076036,3.376698812696493,-0.8564979819137808,-0.07132440478264684,-0.29607680692689636
47.7483495691998,4.626784046511274,15.279677911792144,60.89153143382699,1.465772584131091,1.0922976043831951,0.7157543776004307,0.3717732605901136,0.04225651520132969,1.5117419141437813,-2.2639650277063605,-6.408340801419201,0.7793144574787088,6.522425224818233,25.819486574694,3.444184347312456,-1.1665251759704942,-0.06953154974298396,-0.3256217756070248
63.17765434260373,4.806486864042075,9.90643651046607,56.952812502231694,0.8939617935629188,0.6995112608257813,0.8417023871869278,0.6379761570518742,0.061622086801842155,1.954748563938066,-2.5134953016827852,-5.585875931495243,0.8575343805992791,8.544958619661578,42.37522415375874,2.9465193818324096,-1.4867426324067194,-0.08412816666296362,-0.32423547935175445
50.411544561565336,4.263177460867293,18.001666343316014,58.3825505938475,1.4415049121531347,0.8870718933328783,1.0093178469478903,0.6114129963272689,0.04403938196295004,1.3856423153454092,-3.0663293433715664,-4.054915154664652,0.7479249567672,8.914076177967285,37.28018664805889,3.906253366640607,-1.38087298733631,-0.06461223561512794,-0.3001474793990385
43.80273594612563,4.233725363062545,17.781933106646147,42.133662216589265,0.9057657472856523,1.0491248216827709,1.0577303069887698,0.3902311338682183,0.05113251426818557,1.9080842046073196,-2.055483071895373,-5.984392258340702,0.54919982517878,5.7982320818252795,38.038005829248235,4.240084155498354,-0.866098541970043,-0.06502437229596075,-0.22899071549236835
42.086187101892946,5.999820631506396,11.635480771753718,36.53629130163524,1.4548395357991049,1.0791698857308407,1.089960601258017,0.5109645629654149,0.047228774456121045,1.7089419869649825,-3.467984809091948,-5.0910772885401725,0.683804057535622,9.188672431992693,44.913479438477616,3.0948191296359813,-1.2085764057152282,-0.08558229219848314,-0.2476702218020039
38.17002482830494,3.890720721372351,16.063309615576586,36.792902685887505,1.5540217447273292,0.6543721422770039,0.7322956705829564,0.43177258055423023,0.04669971069349639,1.2043208309185292,-1.899814070773155,-4.293079851958247,0.7040493043423862,6.460413377428414,43.962723877112325,2.916480643067945,-1.0826173498017329,-0.0508739443989904,-0.2730476780212153
64.96402003878288,5.953857769030526,10.80295449721604,54.4266659819819,1.0160533257990934,0.8143299239759092,1.1689087197896626,0.5427420699671474,0.05955522022169813,1.7917747118195186,-1.9915029934112625,-6.026807093313887,0.8531010288654877,9.785138549624811,43.7414020010165,3.4263239225358424,-1.3657928885280224,-0.05717636898404258,-0.35869509819016687
60.80439654108921,6.070136507347382,17.39694477817817,44.29736156047503,1.4964018570453583,0.9662886228198304,1.2308973092844298,0.43559689501450954,0.04841115939301513,1.7487717424944251,-3.391030571685208,-6.036237760220983,0.9508527580673498,5.870316083942852,26.488188388330336,4.931386278594424,-1.4375204757261557,-0.058372222861451356,-0.26802659138403095
63.29689425098748,5.5913177634369395,10.253248105192702,58.794468375298585,1.0711428324620842,1.000449911449024,0.9153964083030273,0.6488636246809969,0.06287468952363788,2.136848318766619,-2.6380642004675483,-4.361514547731587,0.5465343817505363,8.800178267918541,42.65889346413475,3.92654389680252,-1.2634750375537527,-0.07595757100616642,-0.3195520929944448
59.1251379472879,3.878278659464096,15.019356603355458,42.4308815929392,1.1809175208036347,0.8973837075518662,1.125268556695079,0.4080902828532356,0.03966503374997946,1.2327515954600416,-3.33821201792772,-4.734092150645341,0.7512430296651064,8.770295006969953,29.0638728068897,2.8564695938123528,-0.949298479049301,-0.0865790061626441,-0.28168741301127087
43.41412274073608,4.628621745825913,17.963147663847074,64.85557939791924,0.9091991143698299,1.1291047680743245,0.7140724898523374,0.46715580907226284,0.06893740744703222,1.6957838571173243,-2.6249611151317005,-5.345254264833424,0.7522878026319411,5.933363240939022,26.890256277968977,4.05196509805577,-1.273552994196225,-0.08369052606113554,-0.3136557601530174
54.21909633155253,5.543434238801817,14.344402289137129,42.20921510917809,1.313665701168276,0.8576944168572477,1.1045790943770042,0.4432270732424438,0.06662332052620323,1.6944043806095657,-3.3519979290714486,-5.929735955782725,0.7459651908073338,8.907722083593773,27.66361549317535,3.019884032937173,-0.9548973835165921,-0.06045483345599622,-0.3715735271842273
43.972529496847,4.734713930217714,16.987054584929705,55.205904803246995,1.318893356174676,0.8258397037811738,0.8372130842785125,0.6267067516424434,0.04004829374891576,1.717727472641842,-3.364864706624928,-3.7570389481184754,0.7295942431692533,10.681774508818215,33.63479824813368,4.881946845650095,-1.4937091755129828,-0.06705062013702855,-0.35656474117086007
